#index	label	wavelength	comment
141857	Fe24      70.1018A		# Chianti, 12 20
141862	Fe24      70.4177A		# Chianti, 13 20
141867	Fe24      70.5369A		# Chianti, 14 20
141872	Fe24      70.7315A		# Chianti, 15 20
141877	Fe24      2508.66A		# Chianti, 16 20
141882	Fe24      6095.89A		# Chianti, 18 20
141887	Fe24      2.08277m		# Chianti, 19 20
141892	Fe24      1.87470A		# Chianti, 1 26
141897	Fe24      1.87380A		# Chianti, 1 27
141902	Fe24      1.87050A		# Chianti, 1 28
141907	Fe24      1.86350A		# Chianti, 1 29
141912	Fe24      1.86110A		# Chianti, 1 30
141917	Fe24      1.89240A		# Chianti, 2 25
141922	Fe24      1.89700A		# Chianti, 3 25
141927	Fe24      1.88890A		# Chianti, 3 28
141932	Fe 4      3095.77A		# Chianti, 1 3
141937	Fe 4      3094.96A		# Chianti, 1 4
141942	Fe 4      3094.53A		# Chianti, 1 5
141947	Fe 4      2835.74A		# Chianti, 1 6
141952	Fe 4      3.38592m		# Chianti, 4 6
141957	Fe 4      3.39109m		# Chianti, 5 6
141962	Fe 4      2829.36A		# Chianti, 1 7
141967	Fe 4      3.29714m		# Chianti, 4 7
141972	Fe 4      2823.50A		# Chianti, 1 8
141977	Fe 4      3.21932m		# Chianti, 4 8
141982	Fe 4      2577.92A		# Chianti, 1 9
141987	Fe 4      1.53006m		# Chianti, 2 9
141992	Fe 4      1.54122m		# Chianti, 3 9
141997	Fe 4      1.54322m		# Chianti, 4 9
142002	Fe 4      1.54429m		# Chianti, 5 9
142007	Fe 4      2.83562m		# Chianti, 6 9
142012	Fe 4      2.90104m		# Chianti, 7 9
142017	Fe 4      2570.14A		# Chianti, 1 10
142022	Fe 4      1.51577m		# Chianti, 4 10
142027	Fe 4      2.74432m		# Chianti, 6 10
142032	Fe 4      2.80554m		# Chianti, 7 10
142037	Fe 4      2.86447m		# Chianti, 8 10
142042	Fe 4      2567.61A		# Chianti, 1 11
142047	Fe 4      1.50509m		# Chianti, 3 11
142052	Fe 4      1.50700m		# Chianti, 4 11
142057	Fe 4      1.50802m		# Chianti, 5 11
142062	Fe 4      2.71569m		# Chianti, 6 11
142067	Fe 4      2.77563m		# Chianti, 7 11
142072	Fe 4      2.83329m		# Chianti, 8 11
142077	Fe 4      2567.40A		# Chianti, 1 12
142082	Fe 4      1.50629m		# Chianti, 4 12
142087	Fe 4      1.50732m		# Chianti, 5 12
142092	Fe 4      2.71341m		# Chianti, 6 12
142097	Fe 4      2.77325m		# Chianti, 7 12
142102	Fe 4      2.83081m		# Chianti, 8 12
142107	Fe 4      6739.82A		# Chianti, 2 13
142112	Fe 4      6761.38A		# Chianti, 3 13
142117	Fe 4      6767.28A		# Chianti, 5 13
142122	Fe 4      6734.42A		# Chianti, 2 14
142127	Fe 4      6755.94A		# Chianti, 3 14
142132	Fe 4      2017.86A		# Chianti, 1 15
142137	Fe 4      5795.93A		# Chianti, 3 15
142142	Fe 4      5798.75A		# Chianti, 4 15
142147	Fe 4      5800.27A		# Chianti, 5 15
142152	Fe 4      6997.10A		# Chianti, 6 15
142157	Fe 4      7036.25A		# Chianti, 7 15
142162	Fe 4      7072.74A		# Chianti, 8 15
142167	Fe 4      9289.32A		# Chianti, 9 15
142172	Fe 4      9391.68A		# Chianti, 10 15
142177	Fe 4      9425.69A		# Chianti, 11 15
142182	Fe 4      9428.44A		# Chianti, 12 15
142187	Fe 4      1997.95A		# Chianti, 1 16
142192	Fe 4      5632.18A		# Chianti, 4 16
142197	Fe 4      5633.60A		# Chianti, 5 16
142202	Fe 4      6755.99A		# Chianti, 6 16
142207	Fe 4      6792.48A		# Chianti, 7 16
142212	Fe 4      6826.48A		# Chianti, 8 16
142217	Fe 4      8869.10A		# Chianti, 9 16
142222	Fe 4      8962.37A		# Chianti, 10 16
142227	Fe 4      8993.33A		# Chianti, 11 16
142232	Fe 4      8995.84A		# Chianti, 12 16
142237	Fe 4      19.6064m		# Chianti, 15 16
142242	Fe 4      1945.74A		# Chianti, 1 17
142247	Fe 4      5220.83A		# Chianti, 2 17
142252	Fe 4      5233.76A		# Chianti, 3 17
142257	Fe 4      5236.06A		# Chianti, 4 17
142262	Fe 4      5237.30A		# Chianti, 5 17
142267	Fe 4      6193.92A		# Chianti, 6 17
142272	Fe 4      6224.58A		# Chianti, 7 17
142277	Fe 4      7925.02A		# Chianti, 9 17
142282	Fe 4      8024.06A		# Chianti, 11 17
142287	Fe 4      8026.05A		# Chianti, 12 17
142292	Fe 4      5.39606m		# Chianti, 15 17
142297	Fe 4      5030.32A		# Chianti, 3 18
142302	Fe 4      5032.45A		# Chianti, 4 18
142307	Fe 4      5033.59A		# Chianti, 5 18
142312	Fe 4      5911.01A		# Chianti, 6 18
142317	Fe 4      5938.93A		# Chianti, 7 18
142322	Fe 4      5964.90A		# Chianti, 8 18
142327	Fe 4      7467.71A		# Chianti, 9 18
142332	Fe 4      7533.72A		# Chianti, 10 18
142337	Fe 4      7555.59A		# Chianti, 11 18
142342	Fe 4      7557.36A		# Chianti, 12 18
142347	Fe 4      3.80820m		# Chianti, 15 18
142352	Fe 4      4.72617m		# Chianti, 16 18
142357	Fe 4      1900.39A		# Chianti, 1 19
142362	Fe 4      4906.56A		# Chianti, 2 19
142367	Fe 4      4917.98A		# Chianti, 3 19
142372	Fe 4      4920.01A		# Chianti, 4 19
142377	Fe 4      4921.10A		# Chianti, 5 19
142382	Fe 4      5756.48A		# Chianti, 6 19
142387	Fe 4      7222.76A		# Chianti, 9 19
142392	Fe 4      7304.94A		# Chianti, 11 19
142397	Fe 4      1.80388m		# Chianti, 13 19
142402	Fe 4      8.15106m		# Chianti, 17 19
142407	Fe 4      1897.70A		# Chianti, 1 20
142412	Fe 4      4888.63A		# Chianti, 2 20
142417	Fe 4      4899.97A		# Chianti, 3 20
142422	Fe 4      4901.99A		# Chianti, 4 20
142427	Fe 4      4903.07A		# Chianti, 5 20
142432	Fe 4      5731.83A		# Chianti, 6 20
142437	Fe 4      5758.08A		# Chianti, 7 20
142442	Fe 4      7183.99A		# Chianti, 9 20
142447	Fe 4      7265.28A		# Chianti, 11 20
142452	Fe 4      7266.92A		# Chianti, 12 20
142457	Fe 4      3.16981m		# Chianti, 15 20
142462	Fe 4      7.68312m		# Chianti, 17 20
142467	Fe 4      18.9092m		# Chianti, 18 20
142472	Fe 4      1892.61A		# Chianti, 1 21
142477	Fe 4      4866.17A		# Chianti, 3 21
142482	Fe 4      4868.16A		# Chianti, 4 21
142487	Fe 4      4869.23A		# Chianti, 5 21
142492	Fe 4      5685.64A		# Chianti, 6 21
142497	Fe 4      5711.46A		# Chianti, 7 21
142502	Fe 4      5735.48A		# Chianti, 8 21
142507	Fe 4      7111.58A		# Chianti, 9 21
142512	Fe 4      7171.42A		# Chianti, 10 21
142517	Fe 4      7191.23A		# Chianti, 11 21
142522	Fe 4      7192.83A		# Chianti, 12 21
142527	Fe 4      3.03352m		# Chianti, 15 21
142532	Fe 4      3.58878m		# Chianti, 16 21
142537	Fe 4      6.92859m		# Chianti, 17 21
142542	Fe 4      14.9123m		# Chianti, 18 21
142547	Fe 4      1892.58A		# Chianti, 1 22
142552	Fe 4      4867.95A		# Chianti, 4 22
142557	Fe 4      4869.01A		# Chianti, 5 22
142562	Fe 4      5685.35A		# Chianti, 6 22
142567	Fe 4      5711.17A		# Chianti, 7 22
142572	Fe 4      5735.18A		# Chianti, 8 22
142577	Fe 4      7111.12A		# Chianti, 9 22
142582	Fe 4      7170.96A		# Chianti, 10 22
142587	Fe 4      7190.76A		# Chianti, 11 22
142592	Fe 4      7192.37A		# Chianti, 12 22
142597	Fe 4      3.03269m		# Chianti, 15 22
142602	Fe 4      3.58762m		# Chianti, 16 22
142607	Fe 4      14.8924m		# Chianti, 18 22
142612	Fe 4      1783.86A		# Chianti, 1 23
142617	Fe 4      4198.24A		# Chianti, 2 23
142622	Fe 4      4206.59A		# Chianti, 3 23
142627	Fe 4      4208.08A		# Chianti, 4 23
142632	Fe 4      4208.88A		# Chianti, 5 23
142637	Fe 4      4805.31A		# Chianti, 6 23
142642	Fe 4      5785.80A		# Chianti, 9 23
142647	Fe 4      5838.41A		# Chianti, 11 23
142652	Fe 4      1.11332m		# Chianti, 13 23
142657	Fe 4      1.11480m		# Chianti, 14 23
142662	Fe 4      1.53408m		# Chianti, 15 23
142667	Fe 4      2.14345m		# Chianti, 17 23
142672	Fe 4      2.56894m		# Chianti, 18 23
142677	Fe 4      2.90821m		# Chianti, 19 23
142682	Fe 4      2.97281m		# Chianti, 20 23
142687	Fe 4      4144.20A		# Chianti, 2 24
142692	Fe 4      4152.34A		# Chianti, 3 24
142697	Fe 4      4154.57A		# Chianti, 5 24
142702	Fe 4      5683.66A		# Chianti, 9 24
142707	Fe 4      1.07611m		# Chianti, 13 24
142712	Fe 4      1.07749m		# Chianti, 14 24
142717	Fe 4      2.00966m		# Chianti, 17 24
142722	Fe 4      2.66729m		# Chianti, 19 24
142727	Fe 4      2.72153m		# Chianti, 20 24
142732	Fe 4      32.1973m		# Chianti, 23 24
142737	Fe 4      1741.92A		# Chianti, 1 25
142742	Fe 4      3973.04A		# Chianti, 2 25
142747	Fe 4      3980.53A		# Chianti, 3 25
142752	Fe 4      3981.86A		# Chianti, 4 25
142757	Fe 4      3982.57A		# Chianti, 5 25
142762	Fe 4      4512.55A		# Chianti, 6 25
142767	Fe 4      4528.80A		# Chianti, 7 25
142772	Fe 4      5366.60A		# Chianti, 9 25
142777	Fe 4      5411.83A		# Chianti, 11 25
142782	Fe 4      5412.74A		# Chianti, 12 25
142787	Fe 4      9678.45A		# Chianti, 13 25
142792	Fe 4      1.27087m		# Chianti, 15 25
142797	Fe 4      1.35895m		# Chianti, 16 25
142802	Fe 4      1.66239m		# Chianti, 17 25
142807	Fe 4      1.90740m		# Chianti, 18 25
142812	Fe 4      2.08829m		# Chianti, 19 25
142817	Fe 4      2.12139m		# Chianti, 20 25
142822	Fe 4      2.18716m		# Chianti, 21 25
142827	Fe 4      7.40704m		# Chianti, 23 25
142832	Fe 5      70.3538m		# Chianti, 1 2
142837	Fe 5      36.3273m		# Chianti, 2 3
142842	Fe 5      15.1245m		# Chianti, 2 4
142847	Fe 5      25.9131m		# Chianti, 3 4
142852	Fe 5      11.5509m		# Chianti, 3 5
142857	Fe 5      20.8407m		# Chianti, 4 5
142862	Fe 5      4180.59A		# Chianti, 2 6
142867	Fe 5      4229.27A		# Chianti, 3 6
142872	Fe 5      4077.95A		# Chianti, 3 7
142877	Fe 5      4143.15A		# Chianti, 4 7
142882	Fe 5      4227.19A		# Chianti, 5 7
142887	Fe 5      4003.21A		# Chianti, 1 8
142892	Fe 5      10.8962m		# Chianti, 6 8
142897	Fe 5      4136.23A		# Chianti, 4 8
142902	Fe 5      4026.12A		# Chianti, 2 8
142907	Fe 5      4071.24A		# Chianti, 3 8
142912	Fe 5      4093.38A		# Chianti, 4 9
142917	Fe 5      4175.39A		# Chianti, 5 9
142922	Fe 5      34.0738m		# Chianti, 7 9
142927	Fe 5      4123.28A		# Chianti, 5 10
142932	Fe 5      33.0380m		# Chianti, 9 10
142937	Fe 5      3837.54A		# Chianti, 3 11
142942	Fe 5      6.68535m		# Chianti, 8 11
142947	Fe 5      3895.22A		# Chianti, 4 11
142952	Fe 5      3777.03A		# Chianti, 1 11
142957	Fe 5      3797.42A		# Chianti, 2 11
142962	Fe 5      3969.42A		# Chianti, 5 11
142967	Fe 5      3851.34A		# Chianti, 4 12
142972	Fe 5      5.59195m		# Chianti, 8 12
142977	Fe 5      5.46837m		# Chianti, 7 12
142982	Fe 5      3923.86A		# Chianti, 5 12
142987	Fe 5      34.1906m		# Chianti, 11 12
142992	Fe 5      3794.94A		# Chianti, 3 12
142997	Fe 5      3755.70A		# Chianti, 2 12
143002	Fe 5      3735.76A		# Chianti, 1 12
143007	Fe 5      3.69544m		# Chianti, 6 12
143012	Fe 5      5.34785m		# Chianti, 8 13
143017	Fe 5      122.513m		# Chianti, 12 13
143022	Fe 5      26.7307m		# Chianti, 11 13
143027	Fe 5      6.18490m		# Chianti, 9 13
143032	Fe 5      5.23472m		# Chianti, 7 13
143037	Fe 5      3911.33A		# Chianti, 5 13
143042	Fe 5      3839.27A		# Chianti, 4 13
143047	Fe 5      3744.23A		# Chianti, 2 13
143052	Fe 5      3783.22A		# Chianti, 3 13
143057	Fe 5      5.71894m		# Chianti, 9 14
143062	Fe 5      75.9099m		# Chianti, 13 14
143067	Fe 5      4.89702m		# Chianti, 7 14
143072	Fe 5      3764.46A		# Chianti, 3 14
143077	Fe 5      3891.28A		# Chianti, 5 14
143082	Fe 5      3819.95A		# Chianti, 4 14
143087	Fe 5      2.04669m		# Chianti, 7 15
143092	Fe 5      3.36066m		# Chianti, 13 15
143097	Fe 5      3.27093m		# Chianti, 12 15
143102	Fe 5      2.98533m		# Chianti, 11 15
143107	Fe 5      2.06376m		# Chianti, 8 15
143112	Fe 5      3.51633m		# Chianti, 14 15
143117	Fe 5      3503.55A		# Chianti, 5 15
143122	Fe 5      3445.62A		# Chianti, 4 15
143127	Fe 5      3400.41A		# Chianti, 3 15
143132	Fe 5      3368.87A		# Chianti, 2 15
143137	Fe 5      2.17749m		# Chianti, 9 15
143142	Fe 5      2.71761m		# Chianti, 11 16
143147	Fe 5      30.3039m		# Chianti, 15 16
143152	Fe 5      3.15073m		# Chianti, 14 16
143157	Fe 5      3.02517m		# Chianti, 13 16
143162	Fe 5      2.95227m		# Chianti, 12 16
143167	Fe 5      2.16461m		# Chianti, 10 16
143172	Fe 5      2.03151m		# Chianti, 9 16
143177	Fe 5      1.91721m		# Chianti, 7 16
143182	Fe 5      3463.51A		# Chianti, 5 16
143187	Fe 5      3362.67A		# Chianti, 3 16
143192	Fe 5      3406.89A		# Chianti, 4 16
143197	Fe 5      2.78646m		# Chianti, 13 17
143202	Fe 5      35.3136m		# Chianti, 16 17
143207	Fe 5      3374.33A		# Chianti, 4 17
143212	Fe 5      2.89265m		# Chianti, 14 17
143217	Fe 5      1.92100m		# Chianti, 9 17
143222	Fe 5      3429.87A		# Chianti, 5 17
143227	Fe 5      1.81848m		# Chianti, 7 17
143232	Fe 5      2.03959m		# Chianti, 10 17
143237	Fe 5      1.01747m		# Chianti, 12 18
143242	Fe 5      1.62393m		# Chianti, 17 18
143247	Fe 5      1.55254m		# Chianti, 16 18
143252	Fe 5      1.47688m		# Chianti, 15 18
143257	Fe 5      1.02599m		# Chianti, 13 18
143262	Fe 5      9880.67A		# Chianti, 11 18
143267	Fe 5      9040.91A		# Chianti, 10 18
143272	Fe 5      8800.09A		# Chianti, 9 18
143277	Fe 5      8578.53A		# Chianti, 7 18
143282	Fe 5      2831.75A		# Chianti, 5 18
143287	Fe 5      2793.78A		# Chianti, 4 18
143292	Fe 5      2763.98A		# Chianti, 3 18
143297	Fe 5      1.04005m		# Chianti, 14 18
143302	Fe 5      1.46738m		# Chianti, 15 19
143307	Fe 5      9838.08A		# Chianti, 11 19
143312	Fe 5      1.54205m		# Chianti, 16 19
143317	Fe 5      1.03533m		# Chianti, 14 19
143322	Fe 5      1.02140m		# Chianti, 13 19
143327	Fe 5      1.01295m		# Chianti, 12 19
143332	Fe 5      2760.64A		# Chianti, 3 19
143337	Fe 5      8766.29A		# Chianti, 9 19
143342	Fe 5      1.61246m		# Chianti, 17 19
143347	Fe 5      2790.37A		# Chianti, 4 19
143352	Fe 5      2739.82A		# Chianti, 2 19
143357	Fe 5      2828.24A		# Chianti, 5 19
143362	Fe 5      8546.41A		# Chianti, 7 19
143367	Fe 5      8576.03A		# Chianti, 8 19
143372	Fe 5      8453.62A		# Chianti, 7 20
143377	Fe 5      9999.46A		# Chianti, 12 20
143382	Fe 5      1.51210m		# Chianti, 16 20
143387	Fe 5      1.44024m		# Chianti, 15 20
143392	Fe 5      1.02174m		# Chianti, 14 20
143397	Fe 5      1.00817m		# Chianti, 13 20
143402	Fe 5      77.8613m		# Chianti, 19 20
143407	Fe 5      8482.60A		# Chianti, 8 20
143412	Fe 5      7869.93A		# Chianti, 6 20
143417	Fe 5      2818.00A		# Chianti, 5 20
143422	Fe 5      2780.40A		# Chianti, 4 20
143427	Fe 5      2750.88A		# Chianti, 3 20
143432	Fe 5      2730.21A		# Chianti, 2 20
143437	Fe 5      2719.65A		# Chianti, 1 20
143442	Fe 5      9715.32A		# Chianti, 11 20
143447	Fe 5      9560.26A		# Chianti, 11 21
143452	Fe 5      8364.15A		# Chianti, 8 21
143457	Fe 5      59.9004m		# Chianti, 20 21
143462	Fe 5      1.40642m		# Chianti, 15 21
143467	Fe 5      9914.87A		# Chianti, 13 21
143472	Fe 5      7767.87A		# Chianti, 6 21
143477	Fe 5      2767.56A		# Chianti, 4 21
143482	Fe 5      2738.31A		# Chianti, 3 21
143487	Fe 5      2717.82A		# Chianti, 2 21
143492	Fe 5      2707.36A		# Chianti, 1 21
143497	Fe 5      9835.27A		# Chianti, 12 21
143502	Fe 5      8137.24A		# Chianti, 9 22
143507	Fe 5      1.41172m		# Chianti, 17 22
143512	Fe 5      1.35746m		# Chianti, 16 22
143517	Fe 5      8342.72A		# Chianti, 10 22
143522	Fe 5      7947.45A		# Chianti, 7 22
143527	Fe 5      2759.41A		# Chianti, 5 22
143532	Fe 5      9487.14A		# Chianti, 14 22
143537	Fe 5      7766.24A		# Chianti, 12 23
143542	Fe 5      2531.44A		# Chianti, 2 23
143547	Fe 5      3.69176m		# Chianti, 21 23
143552	Fe 5      7593.75A		# Chianti, 11 23
143557	Fe 5      2549.21A		# Chianti, 3 23
143562	Fe 5      6819.17A		# Chianti, 8 23
143567	Fe 5      5043.26A		# Chianti, 11 24
143572	Fe 5      1.06742m		# Chianti, 21 24
143577	Fe 5      1.04873m		# Chianti, 20 24
143582	Fe 5      1.03480m		# Chianti, 19 24
143587	Fe 5      1.03013m		# Chianti, 18 24
143592	Fe 5      6192.46A		# Chianti, 16 24
143597	Fe 5      6068.45A		# Chianti, 15 24
143602	Fe 5      5175.29A		# Chianti, 14 24
143607	Fe 5      1.50159m		# Chianti, 23 24
143612	Fe 5      2159.56A		# Chianti, 1 24
143617	Fe 5      5140.25A		# Chianti, 13 24
143622	Fe 5      2166.21A		# Chianti, 2 24
143627	Fe 5      2179.21A		# Chianti, 3 24
143632	Fe 5      2197.69A		# Chianti, 4 24
143637	Fe 5      2221.12A		# Chianti, 5 24
143642	Fe 5      4495.99A		# Chianti, 6 24
143647	Fe 5      4680.62A		# Chianti, 7 24
143652	Fe 5      4689.49A		# Chianti, 8 24
143657	Fe 5      5118.77A		# Chianti, 12 24
143662	Fe 5      3861.34A		# Chianti, 13 25
143667	Fe 5      3881.08A		# Chianti, 14 25
143672	Fe 5      1.55201m		# Chianti, 24 25
143677	Fe 5      6324.44A		# Chianti, 21 25
143682	Fe 5      6258.36A		# Chianti, 20 25
143687	Fe 5      6208.46A		# Chianti, 19 25
143692	Fe 5      6191.62A		# Chianti, 18 25
143697	Fe 5      4482.52A		# Chianti, 17 25
143702	Fe 5      4426.34A		# Chianti, 16 25
143707	Fe 5      1911.48A		# Chianti, 3 25
143712	Fe 5      4362.61A		# Chianti, 15 25
143717	Fe 5      1901.48A		# Chianti, 2 25
143722	Fe 5      1925.68A		# Chianti, 4 25
143727	Fe 5      1943.64A		# Chianti, 5 25
143732	Fe 5      3596.07A		# Chianti, 7 25
143737	Fe 5      3601.30A		# Chianti, 8 25
143742	Fe 5      3634.43A		# Chianti, 9 25
143747	Fe 5      3806.35A		# Chianti, 11 25
143752	Fe 5      3849.21A		# Chianti, 12 25
143757	Fe 6      19.5527m		# Chianti, 1 2
143762	Fe 6      5335.19A		# Chianti, 1 5
143767	Fe 6      5277.81A		# Chianti, 1 6
143772	Fe 6      5097.82A		# Chianti, 1 7
143777	Fe 6      4849.16A		# Chianti, 1 8
143782	Fe 6      3773.16A		# Chianti, 1 10
143787	Fe 6      3813.55A		# Chianti, 1 11
143792	Fe 6      3492.10A		# Chianti, 1 12
143797	Fe 6      3509.71A		# Chianti, 1 13
143802	Fe 6      2145.08A		# Chianti, 1 16
143807	Fe 6      2163.02A		# Chianti, 1 17
143812	Fe 6      1387.95A		# Chianti, 1 18
143817	Fe 6      1394.56A		# Chianti, 1 19
143822	Fe 6      381.911A		# Chianti, 1 20
143827	Fe 6      381.144A		# Chianti, 1 21
143832	Fe 6      380.032A		# Chianti, 1 22
143837	Fe 6      371.554A		# Chianti, 1 24
143842	Fe 6      369.451A		# Chianti, 1 25
143847	Fe 6      14.7670m		# Chianti, 2 3
143852	Fe 6      6.71275m		# Chianti, 2 4
143857	Fe 6      5484.85A		# Chianti, 2 5
143862	Fe 6      5424.23A		# Chianti, 2 6
143867	Fe 6      5234.29A		# Chianti, 2 7
143872	Fe 6      4972.48A		# Chianti, 2 8
143877	Fe 6      4805.50A		# Chianti, 2 9
143882	Fe 6      3847.41A		# Chianti, 2 10
143887	Fe 6      3889.41A		# Chianti, 2 11
143892	Fe 6      3555.61A		# Chianti, 2 12
143897	Fe 6      3573.86A		# Chianti, 2 13
143902	Fe 6      3543.46A		# Chianti, 2 14
143907	Fe 6      2168.88A		# Chianti, 2 16
143912	Fe 6      2187.22A		# Chianti, 2 17
143917	Fe 6      1397.87A		# Chianti, 2 18
143922	Fe 6      1404.57A		# Chianti, 2 19
143927	Fe 6      382.658A		# Chianti, 2 20
143932	Fe 6      381.888A		# Chianti, 2 21
143937	Fe 6      380.772A		# Chianti, 2 22
143942	Fe 6      379.353A		# Chianti, 2 23
143947	Fe 6      372.261A		# Chianti, 2 24
143952	Fe 6      370.150A		# Chianti, 2 25
143957	Fe 6      12.3074m		# Chianti, 3 4
143962	Fe 6      5631.08A		# Chianti, 3 6
143967	Fe 6      5426.65A		# Chianti, 3 7
143972	Fe 6      5145.76A		# Chianti, 3 8
143977	Fe 6      4967.15A		# Chianti, 3 9
143982	Fe 6      3994.63A		# Chianti, 3 11
143987	Fe 6      3643.34A		# Chianti, 3 12
143992	Fe 6      3662.50A		# Chianti, 3 13
143997	Fe 6      3630.58A		# Chianti, 3 14
144002	Fe 6      3568.56A		# Chianti, 3 15
144007	Fe 6      2201.21A		# Chianti, 3 16
144012	Fe 6      2220.10A		# Chianti, 3 17
144017	Fe 6      1411.22A		# Chianti, 3 18
144022	Fe 6      1418.05A		# Chianti, 3 19
144027	Fe 6      383.652A		# Chianti, 3 20
144032	Fe 6      382.878A		# Chianti, 3 21
144037	Fe 6      381.756A		# Chianti, 3 22
144042	Fe 6      380.330A		# Chianti, 3 23
144047	Fe 6      373.202A		# Chianti, 3 24
144052	Fe 6      371.080A		# Chianti, 3 25
144057	Fe 6      5676.96A		# Chianti, 4 7
144062	Fe 6      5370.30A		# Chianti, 4 8
144067	Fe 6      5176.05A		# Chianti, 4 9
144072	Fe 6      3774.84A		# Chianti, 4 13
144077	Fe 6      3740.94A		# Chianti, 4 14
144082	Fe 6      3675.12A		# Chianti, 4 15
144087	Fe 6      2241.31A		# Chianti, 4 16
144092	Fe 6      2260.89A		# Chianti, 4 17
144097	Fe 6      1434.58A		# Chianti, 4 19
144102	Fe 6      384.073A		# Chianti, 4 21
144107	Fe 6      382.944A		# Chianti, 4 22
144112	Fe 6      381.509A		# Chianti, 4 23
144117	Fe 6      374.337A		# Chianti, 4 24
144122	Fe 6      372.202A		# Chianti, 4 25
144127	Fe 6      49.0787m		# Chianti, 5 6
144132	Fe 6      11.4582m		# Chianti, 5 7
144137	Fe 6      1.28877m		# Chianti, 5 10
144142	Fe 6      1.33714m		# Chianti, 5 11
144147	Fe 6      1.01089m		# Chianti, 5 12
144152	Fe 6      1.02578m		# Chianti, 5 13
144157	Fe 6      3587.66A		# Chianti, 5 16
144162	Fe 6      1875.80A		# Chianti, 5 18
144167	Fe 6      1887.89A		# Chianti, 5 19
144172	Fe 6      411.349A		# Chianti, 5 20
144177	Fe 6      410.459A		# Chianti, 5 21
144182	Fe 6      399.359A		# Chianti, 5 24
144187	Fe 6      14.9481m		# Chianti, 6 7
144192	Fe 6      1.32353m		# Chianti, 6 10
144197	Fe 6      1.37459m		# Chianti, 6 11
144202	Fe 6      1.03215m		# Chianti, 6 12
144207	Fe 6      1.04768m		# Chianti, 6 13
144212	Fe 6      3614.08A		# Chianti, 6 16
144217	Fe 6      3665.28A		# Chianti, 6 17
144222	Fe 6      1883.00A		# Chianti, 6 18
144227	Fe 6      1895.18A		# Chianti, 6 19
144232	Fe 6      411.694A		# Chianti, 6 20
144237	Fe 6      410.803A		# Chianti, 6 21
